id,url,stanza,title,explanation
wordsworth-6,https://www.poemhunter.com/poem/calm-is-all-nature-as-a-resting-wheel/,"Calm is all nature as a resting wheel.
The kine are couched upon the dewy grass;
The horse alone, seen dimly as I pass,
Is cropping audibly his later meal:
Dark is the ground; a slumber seems to steal
O'er vale, and mountain, and the starless sky.",Calm Is All Nature As A Resting Wheel,"The atmosphere is tranquil as if everything in nature is at rest, with the cattle lying down on the damp grass, and the only sound is the audible chewing of the horse as I walk by. The ground is dark, and a feeling of sleepiness seems to cover the valleys, mountains, and the sky, which is devoid of stars."
wordsworth-6,https://www.poemhunter.com/poem/calm-is-all-nature-as-a-resting-wheel/,"Now, in this blank of things, a harmony,
Home-felt, and home-created, comes to heal
That grief for which the senses still supply
Fresh food; for only then, when memory
Is hushed, am I at rest. My Friends! restrain
Those busy cares that would allay my pain;
Oh! leave me to myself, nor let me feel
The officious touch that makes me droop again.",Calm Is All Nature As A Resting Wheel,"In the midst of emptiness, a sense of comfort and peace arises from within, bringing solace to the sorrow that lingers on. Only when the mind is free from the burden of memories can one truly find rest. The speaker implores their friends to refrain from trying to ease their pain, as it only serves to prolong their suffering. Allow them to be alone and find their own way through the pain."
wordsworth-7,https://www.poemhunter.com/poem/the-solitary-reaper/,"Behold her, single in the field,
Yon solitary Highland Lass!
Reaping and singing by herself;
Stop here, or gently pass!
Alone she cuts and binds the grain,
And sings a melancholy strain;
O listen! for the Vale profound
Is overflowing with the sound.",The Solitary Reaper,"Look at her, alone in the field, that Highland girl. She is harvesting and singing all by herself. You can either stop and watch, or simply pass by quietly. She works alone, cutting and bundling the grain while singing a sad tune. Listen closely, as her voice echoes through the deep valley, filling it with sound."
wordsworth-7,https://www.poemhunter.com/poem/the-solitary-reaper/,"No Nightingale did ever chaunt
More welcome notes to weary bands
Of travellers in some shady haunt,
Among Arabian sands:
A voice so thrilling ne'er was heard
In spring-time from the Cuckoo-bird,
Breaking the silence of the seas
Among the farthest Hebrides.",The Solitary Reaper,"The Nightingale's song is the most soothing and pleasant sound for tired travelers resting in a cool spot amidst the sandy Arabian landscape. No other sound can rival its beauty, not even the sweet melody of the Cuckoo-bird heard during springtime, which breaks the stillness of the waves near the distant Hebrides."
wordsworth-7,https://www.poemhunter.com/poem/the-solitary-reaper/,"Will no one tell me what she sings?--
Perhaps the plaintive numbers flow
For old, unhappy, far-off things,
And battles long ago:
Or is it some more humble lay,
Familiar matter of to-day?
Some natural sorrow, loss, or pain,
That has been, and may be again?",The Solitary Reaper,"The speaker seeks to know what the woman is singing about. He wonders if it's a sad song about past events, such as old battles or distant memories. Alternatively, it could be a simple song about current everyday topics. He ponders whether the song is about a common experience like heartbreak, grief, or pain that is relatable to many people and may be experienced again in the future."
wordsworth-7,https://www.poemhunter.com/poem/the-solitary-reaper/,"Whate'er the theme, the Maiden sang
As if her song could have no ending;
I saw her singing at her work,
And o'er the sickle bending;--
I listened, motionless and still;
And, as I mounted up the hill,
The music in my heart I bore,
Long after it was heard no more.",The Solitary Reaper,"The Maiden sang about anything and everything, with an endless supply of songs. While working in the fields, she sang with her sickle in hand. I stood and listened, captivated by her music and carried the melody with me long after it faded away as I walked up the hill."
wordsworth-8,https://www.poemhunter.com/poem/a-complaint/,"There is a change- and I am poor;
Your love hath been, nor long ago,
A fountain at my fond heart's door,
Whose only business was to flow;
And flow it did; not taking heed
Of its own bounty, or my need.",A Complaint,I am now in poverty because things have changed. Your love used to be like a fountain that flowed freely from my heart's door without any thought of running dry or my own needs. It simply flowed and gave without any concern for itself or me.
wordsworth-8,https://www.poemhunter.com/poem/a-complaint/,"What happy moments did I count!
Blest was I then all bliss above!
Now, for that consecrated fount
Of murmuring, sparkling, living love,
What have I? Shall I dare to tell?
A comfortless and hidden well.",A Complaint,"I once counted many joyful moments and felt blessed beyond measure. However, now that I am without the sacred source of love that used to bring me happiness, what do I have left? Should I reveal that I am left with an empty and concealed well of sorrow and despair?"
wordsworth-8,https://www.poemhunter.com/poem/a-complaint/,"A well of love- it may be deep-
I trust it is,- and never dry:
What matter? If the waters sleep
In silence and obscurity.
- Such change, and at the very door
Of my fond heart, hath made me poor.",A Complaint,"The speaker believes that there is a deep well of love within them that will never dry up. However, even if the love remains dormant and hidden, it still exists. Despite this, a recent change at the door of their heart has made them feel poor and deprived."
wordsworth-10,https://www.poemhunter.com/poem/a-night-piece/,"------The sky is overcast
With a continuous cloud of texture close,
Heavy and wan, all whitened by the Moon,
Which through that veil is indistinctly seen,
A dull, contracted circle, yielding light
So feebly spread, that not a shadow falls,
Chequering the ground--from rock, plant, tree, or tower.",A Night-Piece,"The sky is covered with a thick, grey cloud that obscures the moon. The moon's light is weak and barely visible through the veil of clouds, creating a dull, featureless circle in the sky. The light is so weak that it doesn't cast any shadows on the ground, leaving everything from rocks and plants to trees and buildings unmarked."
wordsworth-10,https://www.poemhunter.com/poem/a-night-piece/,"At length a pleasant instantaneous gleam
Startles the pensive traveller while he treads
His lonesome path, with unobserving eye
Bent earthwards; he looks up--the clouds are split
Asunder,--and above his head he sees
The clear Moon, and the glory of the heavens.",A Night-Piece,"As the traveller walks along his solitary path with his head down, he suddenly witnesses a pleasant and brief flash of light that catches his attention. He looks up and is amazed to see the clouds parting to reveal the majestic Moon and the splendor of the sky above him."
wordsworth-10,https://www.poemhunter.com/poem/a-night-piece/,"There, in a black-blue vault she sails along,
Followed by multitudes of stars, that, small
And sharp, and bright, along the dark abyss
Drive as she drives: how fast they wheel away,
Yet vanish not!--the wind is in the tree,
But they are silent;--still they roll along
Immeasurably distant; and the vault,
Built round by those white clouds, enormous clouds,
Still deepens its unfathomable depth.",A Night-Piece,"In a black-blue sky, she sails with the stars following her. They are small, sharp, and bright, driving along with her in the dark abyss. They spin away quickly but don't disappear. The wind blows through the trees, but the stars remain silent, rolling along at a great distance. The huge clouds surrounding the sky deepen its unfathomable depth."
wordsworth-10,https://www.poemhunter.com/poem/a-night-piece/,"At length the Vision closes; and the mind,
Not undisturbed by the delight it feels,
Which slowly settles into peaceful calm,
Is left to muse upon the solemn scene.",A Night-Piece,The Vision eventually ends and the mind is left with a sense of contentment that gradually subsides into a peaceful state. It is then able to reflect on the profound experience that has taken place.
wordsworth-11,https://www.poemhunter.com/poem/a-narrow-girdle-of-rough-stones-and-crags/,"A narrow girdle of rough stones and crags,
A rude and natural causeway, interposed
Between the water and a winding slope
Of copse and thicket, leaves the eastern shore
Of Grasmere safe in its own privacy:
And there myself and two beloved Friends,
One calm September morning, ere the mist
Had altogether yielded to the sun,
Sauntered on this retired and difficult way.",A Narrow Girdle Of Rough Stones And Crags,"A strip of rugged stones and cliffs, forming a natural pathway, separates the water from a winding slope of trees and bushes, creating a sense of seclusion on the eastern shore of Grasmere. One peaceful September morning, before the mist had entirely cleared, I walked along this challenging and secluded path with two dear companions."
wordsworth-11,https://www.poemhunter.com/poem/a-narrow-girdle-of-rough-stones-and-crags/,"----Ill suits the road with one in haste; but we
Played with our time; and, as we strolled along,
It was our occupation to observe
Such objects as the waves had tossed ashore--
Feather, or leaf, or weed, or withered bough,
Each on the other heaped, along the line
Of the dry wreck. And, in our vacant mood,
Not seldom did we stop to watch some tuft
Of dandelion seed or thistle's beard,
That skimmed the surface of the dead calm lake,
Suddenly halting now--a lifeless stand!
And starting off again with freak as sudden;",A Narrow Girdle Of Rough Stones And Crags,"We didn't rush down the road, but instead took our time, enjoying our walk and observing the various objects that had been washed up on the shore by the waves. We saw feathers, leaves, weeds, and withered branches all piled on top of each other along the dry wreckage. Sometimes we even paused to watch dandelion seeds or thistle beards floating on the surface of the still lake, stopping suddenly and then starting up again with unpredictable movements. These moments of idleness allowed us to appreciate the beauty of nature and its unpredictable patterns."
wordsworth-11,https://www.poemhunter.com/poem/a-narrow-girdle-of-rough-stones-and-crags/,"In all its sportive wanderings, all the while,
Making report of an invisible breeze
That was its wings, its chariot, and its horse,
Its playmate, rather say, its moving soul.",A Narrow Girdle Of Rough Stones And Crags,"As it roamed and played, a breeze that couldn't be seen propelled it forward like wings, a chariot, and a horse. This invisible force was more like a companion or the very essence of its movement."
wordsworth-11,https://www.poemhunter.com/poem/a-narrow-girdle-of-rough-stones-and-crags/,"--And often, trifling with a privilege
Alike indulged to all, we paused, one now,
And now the other, to point out, perchance
To pluck, some flower or water-weed, too fair
Either to be divided from the place
On which it grew, or to be left alone
To its own beauty. Many such there are,
Fair ferns and flowers, and chiefly that tall fern,
So stately, of the queen Osmunda named;",A Narrow Girdle Of Rough Stones And Crags,"We frequently took advantage of the freedom granted to us all and stopped to admire and possibly pick some beautiful flowers or water plants. We would pause, one after the other, unable to resist the allure of these plants that were too beautiful to be left alone or taken away from their natural surroundings. There were many such plants, including lovely ferns and flowers, but the most impressive was the tall and elegant fern known as Queen Osmunda."
wordsworth-11,https://www.poemhunter.com/poem/a-narrow-girdle-of-rough-stones-and-crags/,"Plant lovelier, in its own retired abode
On Grasmere's beach, than Naiad by the side
Of Grecian brook, or Lady of the Mere,
Sole-sitting by the shores of old romance.",A Narrow Girdle Of Rough Stones And Crags,The plant that grows in seclusion on Grasmere's shore is more beautiful than the Naiad (water nymph) next to a Greek stream or the Lady of the Lake from ancient legends who sits alone on the shore.
wordsworth-11,https://www.poemhunter.com/poem/a-narrow-girdle-of-rough-stones-and-crags/,"--So fared we that bright morning: from the fields
Meanwhile, a noise was heard, the busy mirth
Of reapers, men and women, boys and girls.
Delighted much to listen to those sounds,
And feeding thus our fancies, we advanced
Along the indented shore; when suddenly,
Through a thin veil of glittering haze was seen
Before us, on a point of jutting land,
The tall and upright figure of a Man
Attired in peasant's garb, who stood alone,
Angling beside the margin of the lake.",A Narrow Girdle Of Rough Stones And Crags,"On a bright morning, we walked through the fields and heard the joyful noise of reapers, including men, women, boys, and girls. We were happy to listen to the sounds and continued walking along the curved shore. Suddenly, we saw a man standing alone on a jutting piece of land, dressed in peasant's clothing and fishing by the side of the lake, visible through a thin veil of shimmering mist."
wordsworth-11,https://www.poemhunter.com/poem/a-narrow-girdle-of-rough-stones-and-crags/,"Improvident and reckless,' we exclaimed,
'The Man must be, who thus can lose a day
Of the mid harvest, when the labourer's hire
Is ample, and some little might be stored
Wherewith to cheer him in the winter time.'",A Narrow Girdle Of Rough Stones And Crags,"We expressed our disapproval of the Man's actions, calling him careless and irresponsible for wasting a day during the busiest time of the harvest season when the workers are paid well and could save some money for the winter months. We believed that he should have taken advantage of the opportunity to work and earn more to provide for himself during the colder season."
wordsworth-11,https://www.poemhunter.com/poem/a-narrow-girdle-of-rough-stones-and-crags/,"Thus talking of that Peasant, we approached
Close to the spot where with his rod and line
He stood alone; whereat he turned his head
To greet us--and we saw a Mam worn down
By sickness, gaunt and lean, with sunken cheeks
And wasted limbs, his legs so long and lean
That for my single self I looked at them,
Forgetful of the body they sustained.--",A Narrow Girdle Of Rough Stones And Crags,"As we spoke of the peasant, we neared the area where he was fishing with his rod and reel. The peasant acknowledged our presence and turned his head to greet us. We observed that he was a sickly man, thin and emaciated, with sunken cheeks and frail limbs. His legs were particularly long and thin, causing us to fixate on them and momentarily forget about the rest of his body."
wordsworth-11,https://www.poemhunter.com/poem/a-narrow-girdle-of-rough-stones-and-crags/,"Too weak to labour in the harvest field,
The Man was using his best skill to gain
A pittance from the dead unfeeling lake
That knew not of his wants. I will not say
What thoughts immediately were ours, nor how
The happy idleness of that sweet morn,
With all its lovely images, was changed
To serious musing and to self-reproach.",A Narrow Girdle Of Rough Stones And Crags,"The Man was too feeble to work in the fields during harvest time and instead used his talents to try and earn some money from the lake, but it was unresponsive to his needs. The narrator refrains from sharing their thoughts on the matter, but acknowledges how the peaceful morning was disrupted by contemplation and feelings of guilt."
wordsworth-11,https://www.poemhunter.com/poem/a-narrow-girdle-of-rough-stones-and-crags/,"Nor did we fail to see within ourselves
What need there is to be reserved in speech,
And temper all our thoughts with charity.
--Therefore, unwilling to forget that day,
My Friend, Myself, and She who then received
The same admonishment, have called the place
By a memorial name, uncouth indeed
As e'er by mariner was given to bay
Or foreland, on a new-discovered coast;
And POINT RASH-JUDGMENT is the name it bears.",A Narrow Girdle Of Rough Stones And Crags,"We understood the importance of being careful with our words and showing kindness in our thoughts. We didn't forget the lesson we learned that day and gave the place where it happened a name to remember it by. It might not be the most beautiful name, but it serves as a reminder to always strive to be better in our speech and actions. The place is now known as Point Rash-Judgment."
wordsworth-12,https://www.poemhunter.com/poem/a-whirl-blast-from-behind-the-hill/,"A Whirl-Blast from behind the hill
Rushed o'er the wood with startling sound;
Then--all at once the air was still,
And showers of hailstones pattered round.",A Whirl-Blast From Behind The Hill,"A sudden and powerful gust of wind swept through the trees, coming from behind the hill and causing a startling noise. However, as quickly as it appeared, the wind suddenly stopped and the air was left completely still. This calm was soon replaced by a sudden downpour of hailstones that fell from the sky."
wordsworth-12,https://www.poemhunter.com/poem/a-whirl-blast-from-behind-the-hill/,"Where leafless oaks towered high above,
I sat within an undergrove
Of tallest hollies, tall and green;
A fairer bower was never seen.
From year to year the spacious floor
With withered leaves is covered o'er,
And all the year the bower is green.",A Whirl-Blast From Behind The Hill,"I sat beneath a canopy of tall, green holly trees in an undergrove where towering, leafless oaks stood above. The bower was a beautiful sight, and it was always green, while the floor was covered in withered leaves throughout the year."
wordsworth-12,https://www.poemhunter.com/poem/a-whirl-blast-from-behind-the-hill/,"But see! where'er the hailstones drop
The withered leaves all skip and hop;
There's not a breeze--no breath of air--
Yet here, and there, and everywhere
Along the floor, beneath the shade
By those embowering hollies made,
The leaves in myriads jump and spring,
As if with pipes and music rare
Some Robin Good-fellow were there,
And all those leaves, in festive glee,
Were dancing to the minstrelsy.",A Whirl-Blast From Behind The Hill,"The poem describes a scene where hailstones are falling and causing withered leaves to jump and dance, as if they were being moved by a playful spirit or a festive celebration. Despite there being no wind, the leaves are moving all around, creating a lively atmosphere as they bounce and sway. The imagery of Robin Good-fellow and music suggests a mischievous and joyful energy that is contagious and spreads throughout the forest."
wordsworth-13,https://www.poemhunter.com/poem/strange-fits-of-passion-have-i-known/,"Strange fits of passion have I known:
And I will dare to tell,
But in the lover's ear alone,
What once to me befell.",Strange Fits Of Passion Have I Known,"I have experienced inexplicable outbursts of emotions that I am willing to disclose, but only in the ears of a lover. Something happened to me in the past that I am hesitant to share with just anyone."
wordsworth-13,https://www.poemhunter.com/poem/strange-fits-of-passion-have-i-known/,"When she I loved looked every day
Fresh as a rose in June,
I to her cottage bent my way,
Beneath an evening-moon.",Strange Fits Of Passion Have I Known,"I used to visit the cottage of the woman I loved every evening when the moon was out. She always looked beautiful and vibrant, like a fresh rose in the month of June."
wordsworth-13,https://www.poemhunter.com/poem/strange-fits-of-passion-have-i-known/,"Upon the moon I fixed my eye,
All over the wide lea;
With quickening pace my horse drew nigh
Those paths so dear to me.",Strange Fits Of Passion Have I Known,I focused my gaze on the moon as I traversed the vast meadow. My horse picked up speed as we approached the familiar trails that held special meaning to me.
wordsworth-13,https://www.poemhunter.com/poem/strange-fits-of-passion-have-i-known/,"And now we reached the orchard-plot;
And, as we climbed the hill,
The sinking moon to Lucy's cot
Came near, and nearer still.",Strange Fits Of Passion Have I Known,"We arrived at the apple orchard and as we ascended the hill, the moon appeared to move closer and closer to Lucy's house, which was situated nearby."
wordsworth-13,https://www.poemhunter.com/poem/strange-fits-of-passion-have-i-known/,"In one of those sweet dreams I slept,
Kind Nature's gentlest boon!
And all the while my eye I kept
On the descending moon.",Strange Fits Of Passion Have I Known,"I had a peaceful dream where I felt the gentle touch of nature's beauty. As I slumbered, I watched the moon slowly descend from the sky, mesmerized by its beauty."
wordsworth-13,https://www.poemhunter.com/poem/strange-fits-of-passion-have-i-known/,"My horse moved on; hoof after hoof
He raised, and never stopped:
When down behind the cottage roof,
At once, the bright moon dropped.",Strange Fits Of Passion Have I Known,"As my horse continued to move forward, raising its hooves one after the other without pause, I noticed the sudden descent of the full moon behind the roof of a nearby cottage."
wordsworth-13,https://www.poemhunter.com/poem/strange-fits-of-passion-have-i-known/,"What fond and wayward thoughts will slide
Into a Lover's head!
'O mercy!' to myself I cried,
'If Lucy hould be dead!'",Strange Fits Of Passion Have I Known,"The speaker expresses their wandering and sentimental thoughts as a lover, contemplating the possibility of their beloved, Lucy, being deceased. They exclaim their concern and distress at this idea, acknowledging the unpredictable nature of their own thoughts and emotions."
wordsworth-14,https://www.poemhunter.com/poem/a-farewell-14/,"FAREWELL, thou little Nook of mountain-ground,
Thou rocky corner in the lowest stair
Of that magnificent temple which doth bound
One side of our whole vale with grandeur rare;
Sweet garden-orchard, eminently fair,
The loveliest spot that man hath ever found,
Farewell!--we leave thee to Heaven's peaceful care,
Thee, and the Cottage which thou dost surround.",A Farewell,"Goodbye to this small piece of mountain land, a rocky spot at the bottom of a grand temple that borders our valley. You are a beautiful garden and orchard, the most lovely place ever discovered by man. We leave you now in the peaceful care of heaven, along with the cottage that sits within your embrace."
